(65, 67, 64, 255):(49,62,68,255)
(126, 131, 127, 255):(44,57,63,255)
(82, 88, 86, 255):(50,61,65,255)
(36, 40, 39, 255):(51,62,66,255)
(33, 37, 38, 255):(48,56,59,255)
(45, 46, 50, 255):(20,16,17,255)
(43, 41, 44, 255):(35,25,26,255)
(40, 39, 37, 255):(40,26,25,255)
(39, 36, 31, 255):(37,19,17,255)
(34, 29, 23, 255):(44,26,24,255)
(28, 25, 16, 255):(44,26,24,255)
(28, 26, 14, 255):(44,26,24,255)
(98, 104, 92, 255):(95,104,87,255)
(97, 105, 92, 255):(92,103,87,255)
(91, 104, 87, 255):(97,109,95,255)
(91, 106, 87, 255):(96,110,97,255)
(101, 116, 97, 255):(79,90,82,255)
(114, 129, 110, 255):(50,61,55,255)
(133, 146, 129, 255):(48,58,57,255)
(152, 164, 150, 255):(63,73,74,255)
(185, 195, 184, 255):(95,106,108,255)
(181, 191, 183, 255):(52,63,65,255)
(167, 173, 169, 255):(16,24,27,255)
(166, 172, 170, 255):(28,33,36,255)
(163, 168, 164, 255):(29,33,36,255)
(90, 92, 89, 255):(15,16,20,255)
(44, 44, 42, 255):(29,28,33,255)
(37, 33, 32, 255):(29,29,31,255)
(10, 4, 6, 255):(34,34,32,255)
(57, 51, 51, 255):(50,51,46,255)
(110, 107, 100, 255):(24,20,17,255)
(125, 121, 112, 255):(16,15,13,255)
(132, 123, 116, 255):(31,35,34,255)
(26, 17, 12, 255):(34,40,40,255)
(15, 14, 9, 255):(22,23,25,255)
(22, 21, 17, 255):(23,27,30,255)
(24, 19, 16, 255):(28,38,40,255)
(26, 18, 16, 255):(34,52,56,255)
(21, 19, 20, 255):(38,58,65,255)
(37, 41, 44, 255):(40,57,64,255)
(35, 43, 46, 255):(44,58,61,255)
(44, 52, 55, 255):(42,50,53,255)
(48, 58, 60, 255):(31,35,36,255)
(51, 60, 65, 255):(89,89,89,255)
(48, 47, 52, 255):(58,50,48,255)
(40, 36, 37, 255):(42,31,29,255)
(32, 22, 21, 255):(46,31,28,255)
(30, 19, 17, 255):(51,33,31,255)
(31, 17, 14, 255):(51,33,31,255)
(28, 15, 9, 255):(51,33,31,255)
(102, 106, 91, 255):(98,105,89,255)
(97, 104, 88, 255):(95,103,88,255)
(94, 105, 88, 255):(74,84,73,255)
(92, 105, 87, 255):(30,40,31,255)
(94, 109, 90, 255):(8,14,10,255)
(111, 125, 108, 255):(38,44,42,255)
(127, 139, 125, 255):(62,67,70,255)
(129, 141, 129, 255):(65,75,77,255)
(91, 101, 93, 255):(41,55,58,255)
(79, 88, 83, 255):(36,51,56,255)
(60, 69, 66, 255):(44,59,64,255)
(40, 49, 48, 255):(23,40,47,255)
(38, 42, 41, 255):(28,43,50,255)
(24, 26, 25, 255):(24,39,46,255)
(29, 27, 28, 255):(19,32,40,255)
(25, 21, 22, 255):(25,39,42,255)
(21, 15, 15, 255):(22,36,37,255)
(82, 77, 71, 255):(21,32,36,255)
(137, 130, 122, 255):(29,40,44,255)
(89, 78, 72, 255):(47,60,66,255)
(10, 1, 0, 255):(29,42,48,255)
(11, 10, 5, 255):(26,37,43,255)
(26, 27, 22, 255):(28,43,48,255)
(22, 17, 14, 255):(32,55,61,255)
(30, 24, 24, 255):(29,58,64,255)
(23, 21, 22, 255):(36,65,73,255)
(38, 42, 45, 255):(34,59,66,255)
(40, 49, 54, 255):(35,53,57,255)
(49, 62, 68, 255):(24,34,36,255)
(44, 57, 63, 255):(32,33,37,255)
(50, 61, 65, 255):(33,33,33,255)
(51, 62, 66, 255):(76,76,74,255)
(48, 56, 59, 255):(168,167,163,255)
(29, 30, 34, 255):(153,150,145,255)
(20, 16, 17, 255):(101,96,90,255)
(35, 25, 26, 255):(65,56,51,255)
(40, 26, 25, 255):(60,49,45,255)
(37, 19, 17, 255):(60,49,45,255)
(44, 26, 24, 255):(60,49,45,255)
(104, 107, 90, 255):(104,110,96,255)
(99, 103, 86, 255):(83,86,75,255)
(95, 104, 87, 255):(32,35,26,255)
(92, 103, 87, 255):(12,13,7,255)
(97, 109, 95, 255):(5,4,2,255)
(96, 110, 97, 255):(12,10,11,255)
(79, 90, 82, 255):(19,18,23,255)
(50, 61, 55, 255):(34,39,43,255)
(48, 58, 57, 255):(38,53,58,255)
(63, 73, 74, 255):(29,50,55,255)
(95, 106, 108, 255):(31,58,65,255)
(52, 63, 65, 255):(28,61,70,255)
(16, 24, 27, 255):(26,60,70,255)
(28, 33, 36, 255):(28,64,76,255)
(29, 33, 36, 255):(34,66,77,255)
(15, 16, 20, 255):(73,105,116,255)
(29, 29, 31, 255):(23,57,67,255)
(34, 34, 32, 255):(23,55,68,255)
(50, 51, 46, 255):(42,71,85,255)
(24, 20, 17, 255):(37,65,79,255)
(16, 15, 13, 255):(87,110,124,255)
(31, 35, 34, 255):(58,80,94,255)
(34, 40, 40, 255):(29,56,67,255)
(22, 23, 25, 255):(30,67,76,255)
(28, 38, 40, 255):(30,64,73,255)
(34, 52, 56, 255):(15,40,45,255)
(35, 55, 62, 255):(20,29,34,255)
(38, 58, 65, 255):(29,28,33,255)
(40, 57, 64, 255):(41,36,40,255)
(44, 58, 61, 255):(29,25,26,255)
(42, 50, 53, 255):(24,23,21,255)
(31, 35, 36, 255):(81,82,77,255)
(89, 89, 89, 255):(138,141,134,255)
(97, 96, 94, 255):(154,157,148,255)
(58, 50, 48, 255):(142,145,136,255)
(42, 31, 29, 255):(112,115,104,255)
(46, 31, 28, 255):(112,115,104,255)
(51, 33, 31, 255):(112,115,104,255)
(105, 109, 92, 255):(87,90,79,255)
(104, 108, 91, 255):(38,38,28,255)
(98, 105, 89, 255):(7,4,0,255)
(95, 103, 88, 255):(18,13,7,255)
(74, 84, 73, 255):(20,12,10,255)
(30, 40, 31, 255):(9,0,1,255)
(8, 14, 10, 255):(10,8,11,255)
(38, 44, 42, 255):(12,17,21,255)
(62, 67, 70, 255):(30,47,54,255)
(65, 75, 77, 255):(21,48,57,255)
(41, 55, 58, 255):(25,59,71,255)
(36, 51, 56, 255):(24,66,80,255)
(44, 59, 64, 255):(21,70,85,255)
(23, 40, 47, 255):(65,117,131,255)
(28, 43, 50, 255):(167,215,227,255)
(24, 39, 46, 255):(161,207,220,255)
(19, 32, 40, 255):(78,125,141,255)
(34, 47, 53, 255):(57,104,120,255)
(25, 39, 42, 255):(43,90,108,255)
(22, 36, 37, 255):(50,95,114,255)
(21, 32, 36, 255):(129,166,185,255)
(29, 40, 44, 255):(205,238,255,255)
(47, 60, 66, 255):(99,132,151,255)
(29, 42, 48, 255):(47,84,102,255)
(26, 37, 43, 255):(50,98,112,255)
(28, 43, 48, 255):(34,82,94,255)
(32, 55, 61, 255):(19,59,69,255)
(29, 58, 64, 255):(18,47,55,255)
(36, 65, 73, 255):(25,35,44,255)
(34, 59, 66, 255):(34,37,44,255)
(35, 53, 57, 255):(44,43,49,255)
(24, 34, 36, 255):(32,31,36,255)
(32, 33, 37, 255):(26,26,28,255)
(33, 33, 33, 255):(17,19,16,255)
(76, 76, 74, 255):(52,57,51,255)
(168, 167, 163, 255):(95,100,93,255)
(153, 150, 145, 255):(133,141,130,255)
(101, 96, 90, 255):(136,144,133,255)
(65, 56, 51, 255):(136,144,133,255)
(60, 49, 45, 255):(136,144,133,255)
(103, 112, 95, 255):(39,39,29,255)
(99, 107, 92, 255):(5,1,0,255)
(104, 110, 96, 255):(18,11,3,255)
(83, 86, 75, 255):(30,21,14,255)
(32, 35, 26, 255):(23,12,8,255)
(12, 13, 7, 255):(13,3,2,255)
(5, 4, 2, 255):(26,21,25,255)
(12, 10, 11, 255):(34,39,45,255)
(19, 18, 23, 255):(27,45,55,255)
(34, 39, 43, 255):(16,45,59,255)
(38, 53, 58, 255):(17,56,73,255)
(29, 50, 55, 255):(18,66,86,255)
(31, 58, 65, 255):(42,100,120,255)
(28, 61, 70, 255):(104,167,184,255)
(26, 60, 70, 255):(147,203,216,255)
(28, 64, 76, 255):(148,201,215,255)
(34, 66, 77, 255):(100,153,171,255)
(73, 105, 116, 255):(131,183,204,255)
(79, 113, 123, 255):(84,141,160,255)
(23, 57, 67, 255):(107,159,180,255)
(23, 55, 68, 255):(161,206,227,255)
(42, 71, 85, 255):(128,169,189,255)
(37, 65, 79, 255):(89,131,153,255)
(87, 110, 124, 255):(83,130,150,255)
(58, 80, 94, 255):(101,156,176,255)
(29, 56, 67, 255):(44,100,117,255)
(30, 67, 76, 255):(57,104,120,255)
(28, 66, 75, 255):(29,66,82,255)
(30, 64, 73, 255):(27,53,66,255)
(15, 40, 45, 255):(28,46,58,255)
(20, 29, 34, 255):(49,63,74,255)
(29, 28, 33, 255):(58,68,77,255)
(41, 36, 40, 255):(24,31,39,255)
(29, 25, 26, 255):(34,37,42,255)
(24, 23, 21, 255):(27,28,30,255)
(81, 82, 77, 255):(32,34,33,255)
(138, 141, 134, 255):(48,48,46,255)
(154, 157, 148, 255):(67,68,63,255)
(142, 145, 136, 255):(67,68,63,255)
(112, 115, 104, 255):(67,68,63,255)
(107, 118, 104, 255):(21,14,8,255)
(104, 112, 99, 255):(20,11,4,255)
(87, 90, 79, 255):(16,9,1,255)
(38, 38, 28, 255):(25,18,10,255)
(7, 4, 0, 255):(30,22,19,255)
(18, 13, 7, 255):(19,15,16,255)
(20, 12, 10, 255):(34,37,42,255)
(9, 0, 1, 255):(42,56,65,255)
(10, 8, 11, 255):(41,67,80,255)
(12, 17, 21, 255):(21,58,76,255)
(30, 47, 54, 255):(31,78,98,255)
(25, 59, 71, 255):(73,141,164,255)
(24, 66, 80, 255):(90,161,179,255)
(21, 70, 85, 255):(148,210,223,255)
(65, 117, 131, 255):(126,182,195,255)
(167, 215, 227, 255):(140,193,211,255)
(161, 207, 220, 255):(170,225,245,255)
(78, 125, 141, 255):(131,192,210,255)
(43, 90, 108, 255):(118,167,184,255)
(50, 95, 114, 255):(127,172,191,255)
(129, 166, 185, 255):(102,150,172,255)
(205, 238, 255, 255):(104,159,180,255)
(99, 132, 151, 255):(95,156,177,255)
(47, 84, 102, 255):(137,198,219,255)
(50, 98, 112, 255):(168,223,244,255)
(34, 82, 94, 255):(116,164,186,255)
(19, 59, 69, 255):(35,80,101,255)
(18, 47, 55, 255):(16,54,73,255)
(25, 35, 44, 255):(44,77,94,255)
(34, 37, 44, 255):(111,139,153,255)
(44, 43, 49, 255):(31,50,64,255)
(32, 31, 36, 255):(21,35,46,255)
(17, 19, 16, 255):(26,29,34,255)
(52, 57, 51, 255):(26,26,28,255)
(95, 100, 93, 255):(34,32,33,255)
(133, 141, 130, 255):(34,32,33,255)
(136, 144, 133, 255):(34,32,33,255)
(121, 129, 118, 255):(17,3,0,255)
(85, 91, 81, 255):(27,16,12,255)
(39, 39, 29, 255):(20,15,9,255)
(5, 1, 0, 255):(52,53,47,255)
(18, 11, 3, 255):(42,46,45,255)
(30, 21, 14, 255):(21,32,34,255)
(23, 12, 8, 255):(22,40,50,255)
(13, 3, 2, 255):(37,66,80,255)
(34, 39, 45, 255):(42,90,110,255)
(27, 45, 55, 255):(112,168,191,255)
(17, 56, 73, 255):(86,162,185,255)
(18, 66, 86, 255):(112,189,207,255)
(42, 100, 120, 255):(106,170,182,255)
(104, 167, 184, 255):(150,207,218,255)
(147, 203, 216, 255):(177,226,243,255)
(148, 201, 215, 255):(172,223,242,255)
(131, 183, 204, 255):(110,170,181,255)
(84, 141, 160, 255):(115,167,180,255)
(107, 159, 180, 255):(171,220,234,255)
(161, 206, 227, 255):(149,202,220,255)
(128, 169, 189, 255):(71,129,149,255)
(89, 131, 153, 255):(58,120,143,255)
(83, 130, 150, 255):(91,155,180,255)
(101, 156, 176, 255):(118,182,209,255)
(44, 100, 117, 255):(52,116,143,255)
(57, 104, 120, 255):(77,144,171,255)
(29, 66, 82, 255):(82,149,175,255)
(27, 53, 66, 255):(33,95,116,255)
(28, 46, 58, 255):(121,174,192,255)
(49, 63, 74, 255):(82,125,142,255)
(58, 68, 77, 255):(48,80,95,255)
(24, 31, 39, 255):(56,75,89,255)
(27, 28, 30, 255):(37,37,47,255)
(32, 34, 33, 255):(37,32,39,255)
(48, 48, 46, 255):(37,32,39,255)
(67, 68, 63, 255):(37,32,39,255)
(130, 133, 126, 255):(22,11,9,255)
(49, 48, 43, 255):(23,18,15,255)
(21, 14, 8, 255):(29,35,33,255)
(20, 11, 4, 255):(106,122,122,255)
(16, 9, 1, 255):(72,93,98,255)
(25, 18, 10, 255):(29,57,68,255)
(30, 22, 19, 255):(13,46,61,255)
(19, 15, 16, 255):(9,50,68,255)
(34, 37, 42, 255):(53,101,121,255)
(42, 56, 65, 255):(137,192,213,255)
(41, 67, 80, 255):(113,173,197,255)
(21, 58, 76, 255):(101,167,189,255)
(31, 78, 98, 255):(145,220,241,255)
(67, 123, 146, 255):(127,200,217,255)
(73, 141, 164, 255):(83,147,159,255)
(90, 161, 179, 255):(142,200,212,255)
(148, 210, 223, 255):(198,250,255,255)
(126, 182, 195, 255):(160,219,237,255)
(140, 193, 211, 255):(107,175,188,255)
(170, 225, 245, 255):(77,145,156,255)
(131, 192, 210, 255):(139,195,208,255)
(139, 198, 214, 255):(204,253,255,255)
(118, 167, 184, 255):(94,145,162,255)
(127, 172, 191, 255):(55,110,130,255)
(102, 150, 172, 255):(67,128,149,255)
(104, 159, 180, 255):(119,183,208,255)
(95, 156, 177, 255):(101,165,193,255)
(137, 198, 219, 255):(62,131,162,255)
(168, 223, 244, 255):(86,167,197,255)
(116, 164, 186, 255):(79,165,192,255)
(35, 80, 101, 255):(72,154,178,255)
(16, 54, 73, 255):(109,181,203,255)
(44, 77, 94, 255):(163,224,243,255)
(111, 139, 153, 255):(160,207,225,255)
(31, 50, 64, 255):(137,170,187,255)
(21, 35, 46, 255):(125,144,158,255)
(27, 34, 42, 255):(60,66,78,255)
(26, 29, 34, 255):(42,42,52,255)
(34, 32, 33, 255):(42,42,52,255)
(120, 112, 109, 255):(18,17,13,255)
(34, 24, 22, 255):(32,42,43,255)
(17, 3, 0, 255):(29,54,59,255)
(27, 16, 12, 255):(118,154,166,255)
(20, 15, 9, 255):(80,123,140,255)
(52, 53, 47, 255):(39,85,108,255)
(42, 46, 45, 255):(11,57,83,255)
(21, 32, 34, 255):(37,84,110,255)
(37, 66, 80, 255):(111,166,186,255)
(25, 67, 83, 255):(75,132,151,255)
(42, 90, 110, 255):(91,150,168,255)
(112, 168, 191, 255):(156,218,233,255)
(129, 195, 219, 255):(84,146,161,255)
(86, 162, 185, 255):(60,119,135,255)
(112, 189, 207, 255):(75,136,154,255)
(106, 170, 182, 255):(123,191,212,255)
(150, 207, 218, 255):(92,170,190,255)
(177, 226, 243, 255):(48,135,154,255)
(172, 223, 242, 255):(53,136,154,255)
(140, 199, 213, 255):(80,141,160,255)
(110, 170, 181, 255):(75,123,143,255)
(115, 167, 180, 255):(35,76,96,255)
(171, 220, 234, 255):(65,108,127,255)
(149, 202, 220, 255):(131,182,203,255)
(71, 129, 149, 255):(106,162,185,255)
(58, 120, 143, 255):(35,92,121,255)
(91, 155, 180, 255):(36,101,131,255)
(118, 182, 209, 255):(52,133,162,255)
(52, 116, 143, 255):(43,134,161,255)
(77, 144, 171, 255):(96,188,211,255)
(82, 149, 175, 255):(95,182,202,255)
(33, 95, 116, 255):(135,206,226,255)
(121, 174, 192, 255):(154,213,231,255)
(82, 125, 142, 255):(132,179,195,255)
(48, 80, 95, 255):(65,99,111,255)
(56, 75, 89, 255):(19,39,48,255)
(55, 63, 74, 255):(32,45,53,255)
(37, 37, 47, 255):(32,45,53,255)
(37, 32, 39, 255):(32,45,53,255)
(62, 48, 45, 255):(23,27,28,255)
(26, 12, 9, 255):(23,44,49,255)
(22, 11, 9, 255):(46,84,95,255)
(23, 18, 15, 255):(138,189,206,255)
(29, 35, 33, 255):(110,168,192,255)
(106, 122, 122, 255):(49,109,137,255)
(72, 93, 98, 255):(26,81,111,255)
(29, 57, 68, 255):(73,124,153,255)
(13, 46, 61, 255):(58,110,132,255)
(9, 50, 68, 255):(42,93,112,255)
(53, 101, 121, 255):(41,93,107,255)
(137, 192, 213, 255):(31,80,94,255)
(113, 173, 197, 255):(37,85,99,255)
(101, 167, 189, 255):(44,93,107,255)
(145, 220, 241, 255):(33,84,101,255)
(127, 200, 217, 255):(34,93,111,255)
(83, 147, 159, 255):(54,127,146,255)
(142, 200, 212, 255):(34,116,137,255)
(198, 250, 255, 255):(22,115,133,255)
(160, 219, 237, 255):(32,118,135,255)
(107, 175, 188, 255):(21,82,101,255)
(77, 145, 156, 255):(21,64,83,255)
(139, 195, 208, 255):(24,55,73,255)
(204, 253, 255, 255):(29,61,76,255)
(94, 145, 162, 255):(29,71,85,255)
(55, 110, 130, 255):(17,63,79,255)
(67, 128, 149, 255):(5,51,74,255)
(119, 183, 208, 255):(9,63,89,255)
(101, 165, 193, 255):(14,84,109,255)
(62, 131, 162, 255):(14,94,117,255)
(86, 167, 197, 255):(29,117,139,255)
(79, 165, 192, 255):(35,122,142,255)
(72, 154, 178, 255):(134,206,228,255)
(109, 181, 203, 255):(148,211,229,255)
(163, 224, 243, 255):(142,195,211,255)
(160, 207, 225, 255):(116,158,172,255)
(137, 170, 187, 255):(31,58,67,255)
(125, 144, 158, 255):(18,37,44,255)
(60, 66, 78, 255):(18,37,44,255)
(42, 42, 52, 255):(18,37,44,255)
(32, 13, 7, 255):(30,39,44,255)
(17, 4, 0, 255):(80,107,116,255)
(18, 17, 13, 255):(136,182,197,255)
(32, 42, 43, 255):(169,227,247,255)
(29, 54, 59, 255):(106,170,195,255)
(118, 154, 166, 255):(86,151,179,255)
(80, 123, 140, 255):(53,110,139,255)
(39, 85, 108, 255):(50,101,128,255)
(11, 57, 83, 255):(18,65,85,255)
(37, 84, 110, 255):(18,61,77,255)
(70, 122, 144, 255):(26,68,80,255)
(111, 166, 186, 255):(15,53,64,255)
(75, 132, 151, 255):(20,56,68,255)
(91, 150, 168, 255):(24,62,73,255)
(156, 218, 233, 255):(16,60,73,255)
(84, 146, 161, 255):(14,65,82,255)
(60, 119, 135, 255):(21,84,102,255)
(75, 136, 154, 255):(25,98,115,255)
(123, 191, 212, 255):(21,102,119,255)
(92, 170, 190, 255):(25,98,113,255)
(48, 135, 154, 255):(18,67,82,255)
(53, 136, 154, 255):(14,48,60,255)
(80, 141, 160, 255):(24,46,57,255)
